destport,protocol,tag
12,dgp,tag3
11,bna,tag9
2,kryptolan,tag7
16,il,tag7
6,ax.25,tag5
8,sm (deprecated),tag6
4,idrp,tag5
8,mux,tag9
15,wsn,tag2
4,ddx,tag1
11,ethernet,tag10
1,dgp,tag8
16,wb-mon,tag8
9,il,tag10
11,fire,tag6
3,vrrp,tag6
5,gre,tag9
17,hmp,tag1
12,ethernet,tag4
16,mpls-in-ip,tag3
0,udplite,tag3
8,ax.25,tag10
19,nsfnet-igp,tag4
8,cftp,tag7
11,ethernet,tag2
5,rdp,tag1
7,ipcomp,tag1
10,chaos,tag4
13,leaf-2,tag5
5,narp,tag8
12,netblt,tag5
1,ipv6-opts,tag6
10,merit-inp,tag2
15,manet,tag7
19,xns-idp,tag1
0,dgp,tag3
18,wesp,tag1
9,icmp,tag3
0,tp++,tag1
3,st,tag1
18,qnx,tag6
14,wb-mon,tag8
5,l2tp,tag4
8,sps,tag9
17,dsr,tag1
19,pnni,tag9
16,scc-sp,tag3
15,sprite-rpc,tag9
7,iatp,tag9
9,larp,tag7
12,mpls-in-ip,tag2
11,ipv6-opts,tag7
5,cpnx,tag9
14,igp,tag7
6,mtp,tag2
6,irtp,tag2
19,idrp,tag5
10,iso-ip,tag4
9,vrrp,tag7
9,ipv4,tag6
2,wesp,tag9
12,wb-expak,tag9
6,mtp,tag4
10,cftp,tag3
5,ospfigp,tag3
9,ipv6-frag,tag10
3,iatp,tag10
14,i-nlsp,tag2
16,trunk-2,tag6
10,ggp,tag10
9,aggfrag,tag3
14,ipv6-icmp,tag1
19,ipcomp,tag5
0,a/n,tag7
2,st,tag7
2,idpr-cmtp,tag6
15,mfe-nsp,tag2
12,hip,tag10
2,micp (deprecated),tag3
10,pvp,tag6
5,encap,tag2
8,ifmp,tag9
0,mfe-nsp,tag5
0,ddp,tag6
5,mpls-in-ip,tag9
5,secure-vmtp,tag3
18,ipv4,tag7
9,cphb,tag5
1,dsr,tag2
14,mux,tag7
1,rsvp,tag5
7,dgp,tag7
2,idrp,tag8
9,gre,tag5
0,xnet,tag8
8,smp,tag9
19,igmp,tag1
15,irtp,tag7
3,leaf-2,tag2
18,stp,tag9
16,sdrp,tag3
16,bna,tag8
14,ipv6-opts,tag4
18,bna,tag5
2,wb-mon,tag8
2,prm,tag2
0,iatp,tag2
12,narp,tag2
1,udplite,tag7
18,st,tag2
11,gmtp,tag9
16,larp,tag9
16,sdrp,tag9
11,idrp,tag4
13,3pc,tag6
10,igmp,tag9
9,ax.25,tag10
14,smp,tag5
13,aris,tag9
2,pnni,tag7
13,trunk-2,tag1
9,ah,tag2
12,gmtp,tag1
6,sctp,tag10
6,argus (deprecated),tag5
7,ipcomp,tag7
5,tp++,tag3
5,nsh,tag1
4,i-nlsp,tag5
7,fire,tag8
8,l2tp,tag6
0,eigrp,tag10
11,crudp,tag5
1,a/n,tag9
12,udplite,tag1
1,ipx-in-ip,tag3
6,pup,tag1
8,ipcv,tag4
13,ggp,tag7
7,ifmp,tag5
18,egp,tag8
4,scps,tag5
11,narp,tag6
5,ptp,tag5
4,smp,tag9
2,dsr,tag5
9,hip,tag6
12,bna,tag8
17,rohc,tag2
15,idpr-cmtp,tag5
5,eigrp,tag7
3,rdp,tag8
1,aggfrag,tag9
8,isis over ipv4,tag8
6,pup,tag10
11,sscopmce,tag7
11,crtp,tag10
0,iplt,tag4
18,rvd,tag5
17,skip,tag7
8,netblt,tag5
8,hip,tag9
8,visa,tag1
5,ipv6-route,tag10
9,rohc,tag7
0,stp,tag8
16,ippc,tag2
2,hopopt,tag1
1,ipx-in-ip,tag5
10,vrrp,tag8
8,sps,tag5
11,netblt,tag8
2,ipv4,tag6
15,ipv6-nonxt,tag9
6,smp,tag3
14,ggp,tag9
5,wsn,tag10
13,crtp,tag10
12,ospfigp,tag4
8,ipv6-nonxt,tag10
5,rohc,tag8
15,ifmp,tag10
9,prm,tag8
8,ipx-in-ip,tag10
11,gre,tag4
12,secure-vmtp,tag1
19,cftp,tag8
9,qnx,tag8
8,br-sat-mon,tag10
6,nsh,tag9
17,dgp,tag5
11,prm,tag5
9,i-nlsp,tag9
14,pim,tag2
4,vines,tag2
3,isis over ipv4,tag10
14,prm,tag7
19,pvp,tag4
10,pim,tag5
15,3pc,tag8
17,vrrp,tag8
18,scps,tag8
16,ipv6-route,tag7
3,udplite,tag7
16,kryptolan,tag8
14,rohc,tag4
4,hopopt,tag2
5,ddx,tag10
8,mfe-nsp,tag1
18,bna,tag2
3,mfe-nsp,tag9
8,ippc,tag8
10,aris,tag10
4,ddp,tag7
11,udplite,tag5
9,crudp,tag3
3,scps,tag4
19,eigrp,tag3
15,min-ipv4,tag7
15,snp,tag5
10,ipv6-frag,tag4
14,pnni,tag1
7,ax.25,tag8
10,ethernet,tag8
8,aris,tag6
17,mobility header,tag6
15,3pc,tag6
14,ipv6-opts,tag10
17,ddx,tag7
3,pipe,tag7
4,tlsp,tag5
3,gmtp,tag8
3,pipe,tag1
6,mpls-in-ip,tag9
9,bbn-rcc-mon,tag9
14,mtp,tag7
8,l2tp,tag7
19,tp++,tag4
8,ipcomp,tag5
12,3pc,tag10
15,iso-tp4,tag10
11,dcn-meas,tag1
14,ddp,tag5
8,stp,tag1
19,tcp,tag5
1,gre,tag10
14,rvd,tag4
6,merit-inp,tag3
2,xnet,tag6
19,eigrp,tag2
1,trunk-2,tag8
5,egp,tag6
2,netblt,tag7
0,ethernet,tag2
8,ddp,tag10
6,ipcv,tag2
6,sat-mon,tag5
2,fire,tag1
1,igmp,tag10
0,dgp,tag7
8,sun-nd,tag1
3,cbt,tag5
1,irtp,tag1
5,micp (deprecated),tag5
5,ospfigp,tag6
0,ipv6-nonxt,tag1
18,tlsp,tag3
3,mfe-nsp,tag1
0,wsn,tag5
15,iplt,tag9
7,i-nlsp,tag1
18,icmp,tag9
5,larp,tag1
13,mtp,tag9
8,ipip,tag4
3,tlsp,tag2
3,rvd,tag2
13,tlsp,tag4
3,larp,tag7
1,ippc,tag4
5,ipv6,tag2
10,secure-vmtp,tag10
17,gmtp,tag7
6,st,tag9
18,iptm,tag2
6,ippc,tag3
7,pnni,tag7
1,dccp,tag7
9,gre,tag9
0,iatp,tag6
10,manet,tag1
7,sdrp,tag7
11,mobility header,tag1
10,mux,tag7
0,idpr,tag7
5,cbt,tag2
9,leaf-2,tag4
6,bbn-rcc-mon,tag3
2,esp,tag4
10,sdrp,tag3
7,nsh,tag8
10,crudp,tag10
1,bbn-rcc-mon,tag3
18,shim6,tag2
1,cbt,tag8
9,ax.25,tag1
5,pup,tag8
4,encap,tag5
7,cftp,tag6
13,ipcomp,tag8
1,hmp,tag5
4,ddp,tag4
12,egp,tag5
11,rdp,tag10
11,ddx,tag7
1,ippc,tag8
7,swipe (deprecated),tag9
2,ddx,tag9
18,manet,tag10
5,bbn-rcc-mon,tag4
13,srp,tag6
4,mobility header,tag3
15,sat-mon,tag2
6,sdrp,tag2
2,trunk-1,tag9
1,sm (deprecated),tag7
11,il,tag8
9,pipe,tag1
5,idpr-cmtp,tag6
5,sat-mon,tag9
8,leaf-2,tag4
19,compaq-peer,tag2
16,idpr,tag7
5,tlsp,tag10
16,encap,tag9
6,pim,tag5
2,leaf-1,tag10
17,hopopt,tag8
7,ipv4,tag9
3,sprite-rpc,tag7
1,xnet,tag1
16,nvp-ii,tag8
2,eigrp,tag8
6,rsvp,tag9
16,min-ipv4,tag1
9,min-ipv4,tag3
0,cbt,tag8
13,ah,tag4
0,min-ipv4,tag10
9,srp,tag4
15,gre,tag4
11,idpr-cmtp,tag4
8,merit-inp,tag6
17,idrp,tag9
3,mtp,tag4
6,ggp,tag6
6,ippc,tag10
13,il,tag8
12,iso-ip,tag5
17,scc-sp,tag4
0,etherip,tag7
6,cphb,tag10
6,aris,tag1
19,mobility header,tag9
1,pup,tag7
7,sscopmce,tag7
1,ipv6-opts,tag4
10,tcp,tag8
18,ah,tag9
2,nsh,tag3
14,nsh,tag6
4,hip,tag5
2,br-sat-mon,tag7
10,ifmp,tag1
9,ipv6-nonxt,tag3
18,argus (deprecated),tag9
14,ipv6-opts,tag6
7,cpnx,tag7
18,idpr-cmtp,tag10
19,argus (deprecated),tag6
16,pnni,tag1
3,wesp,tag7
8,stp,tag3
9,dgp,tag9
13,tcp,tag10
12,rsvp,tag3
11,i-nlsp,tag1
14,iatp,tag3
2,hip,tag3
5,dccp,tag5
1,ipv6,tag1
5,idpr-cmtp,tag7
17,igmp,tag2
9,isis over ipv4,tag10
18,cbt,tag3
11,chaos,tag10
17,mux,tag4
7,iso-ip,tag5
6,irtp,tag10
0,pnni,tag9
6,iptm,tag10
18,ipip,tag2
13,netblt,tag10
0,sat-mon,tag1
10,a/n,tag8
7,sat-expak,tag5
1,st,tag6
19,ipv6-frag,tag3
10,fc,tag8
18,aris,tag9
16,trunk-2,tag5
6,iplt,tag9
9,sprite-rpc,tag10
4,compaq-peer,tag2
13,nsfnet-igp,tag8
11,ddx,tag10
12,rvd,tag4
7,rdp,tag10
2,trunk-2,tag2
7,mtp,tag8
7,sat-mon,tag1
0,tlsp,tag4
3,isis over ipv4,tag6
2,ax.25,tag4
4,manet,tag7
18,dcn-meas,tag3
0,dccp,tag1
5,sat-expak,tag5
15,secure-vmtp,tag6
19,encap,tag4
11,crudp,tag9
14,igp,tag9
4,xnet,tag8
16,pipe,tag1
6,xtp,tag10
15,dcn-meas,tag10
1,sprite-rpc,tag3
6,bna,tag10
8,dsr,tag6
18,igmp,tag2
18,udplite,tag5
13,bna,tag2
14,sm (deprecated),tag3
13,iatp,tag4
19,uti,tag6
6,rdp,tag9
0,sscopmce,tag2
17,encap,tag1
3,kryptolan,tag3
4,hip,tag8
12,idrp,tag5
17,stp,tag1
8,igp,tag2
3,swipe (deprecated),tag3
1,iatp,tag1
11,ipv6-nonxt,tag9
17,ipip,tag10
1,ippc,tag6
3,ax.25,tag10
11,nsfnet-igp,tag7
11,sps,tag1
18,dcn-meas,tag7
4,tcp,tag9
18,3pc,tag4
4,stp,tag2
5,ipv6-icmp,tag5
11,prm,tag8
12,vines,tag4
8,sprite-rpc,tag8
8,wsn,tag8
3,udp,tag5
12,mobility header,tag2
1,rvd,tag6
3,vrrp,tag9
14,il,tag8
5,pim,tag8
13,sctp,tag4
11,wsn,tag7
7,ah,tag1
18,iso-ip,tag5
12,smp,tag8
10,il,tag1
3,cbt,tag10
1,ipv6-opts,tag2
17,argus (deprecated),tag8
8,ddp,tag3
19,vines,tag9
4,bna,tag6
2,isis over ipv4,tag8
16,uti,tag10
16,wb-expak,tag2
14,ipcomp,tag7
5,iatp,tag6
4,sscopmce,tag8
6,pipe,tag4
1,nsfnet-igp,tag3
14,mtp,tag4
5,egp,tag4
9,rsvp,tag4
10,ptp,tag7
17,hmp,tag5
10,mux,tag10
14,gre,tag3
10,ddx,tag4
11,ethernet,tag8
0,ipv6-frag,tag3
17,pvp,tag1
9,swipe (deprecated),tag8
18,aggfrag,tag2
9,scps,tag8
0,ddp,tag7
5,swipe (deprecated),tag8
4,icmp,tag1
1,ipv6-icmp,tag8
19,icmp,tag7
10,nvp-ii,tag7
11,ipv6-opts,tag2
10,tlsp,tag5
2,st,tag10
11,ipv6-icmp,tag8
6,trunk-1,tag9
8,il,tag8
13,icmp,tag2
3,pgm,tag9
7,mtp,tag1
18,br-sat-mon,tag3
7,wesp,tag7
1,irtp,tag5
0,wsn,tag4
8,tlsp,tag7
14,udplite,tag7
9,iso-ip,tag3
8,bbn-rcc-mon,tag6
14,udp,tag3
12,vines,tag9
16,compaq-peer,tag2
8,xtp,tag8
2,etherip,tag2
9,mpls-in-ip,tag4
2,fc,tag7
3,secure-vmtp,tag3
12,rsvp-e2e-ignore,tag3
16,visa,tag10
15,hopopt,tag6
3,fire,tag4
10,l2tp,tag7
9,vines,tag8
7,secure-vmtp,tag1
4,hip,tag7
19,min-ipv4,tag9
16,a/n,tag9
19,xns-idp,tag3
5,micp (deprecated),tag6
2,pvp,tag3
10,trunk-2,tag3
19,sun-nd,tag7
11,ptp,tag3
15,nvp-ii,tag6
16,argus (deprecated),tag1
0,ipv6-route,tag1
16,snp,tag2
19,l2tp,tag10
7,hip,tag4
10,ethernet,tag9
5,il,tag1
11,ipv6-route,tag3
16,idpr-cmtp,tag7
17,smp,tag2
15,dccp,tag4
11,srp,tag2
1,hip,tag10
6,crudp,tag9
1,ipx-in-ip,tag6
8,encap,tag9
17,dgp,tag2
11,aggfrag,tag9
6,udplite,tag1
0,icmp,tag3
18,ipv6-icmp,tag7
16,visa,tag4
11,sscopmce,tag9
9,smp,tag7
5,ippc,tag4
16,cftp,tag2
10,l2tp,tag1
3,scps,tag5
6,skip,tag10
18,pgm,tag4
9,emcon,tag8
15,nvp-ii,tag2
12,ipv6-nonxt,tag2
16,ipv6,tag1
7,mux,tag7
10,emcon,tag4
14,tp++,tag2
5,cbt,tag1
6,rsvp,tag3
16,smp,tag7
5,i-nlsp,tag10
19,ipv6-route,tag1
0,wesp,tag4
19,eigrp,tag9
0,esp,tag6
11,ospfigp,tag1
14,tp++,tag4
17,larp,tag7
7,bbn-rcc-mon,tag10
5,sdrp,tag7
15,crtp,tag3
18,pim,tag1
12,icmp,tag3
19,il,tag10
8,xnet,tag8
19,tcp,tag1
15,visa,tag2
9,trunk-1,tag1
1,rsvp-e2e-ignore,tag10
9,leaf-2,tag3
3,pvp,tag5
12,trunk-2,tag4
17,crtp,tag2
7,emcon,tag3
4,sun-nd,tag3
9,mfe-nsp,tag2
1,wb-mon,tag4
10,isis over ipv4,tag5
8,idrp,tag10
0,gmtp,tag10
11,gre,tag6
7,fc,tag6
7,dccp,tag4
7,etherip,tag8
13,sm (deprecated),tag9
12,micp (deprecated),tag4
2,sprite-rpc,tag8
12,secure-vmtp,tag9
14,nvp-ii,tag9
18,mux,tag9
19,iso-tp4,tag10
19,leaf-2,tag1
5,br-sat-mon,tag7
19,larp,tag6
15,ipip,tag6
0,ipv4,tag4
7,igmp,tag6
16,prm,tag10
3,br-sat-mon,tag8
4,scc-sp,tag6
2,tcp,tag4
4,iso-tp4,tag1
15,dsr,tag1
18,argus (deprecated),tag7
13,micp (deprecated),tag9
17,rohc,tag7
7,micp (deprecated),tag3
14,ethernet,tag7
7,rsvp-e2e-ignore,tag4
12,xns-idp,tag10
3,udp,tag1
14,larp,tag4
17,ospfigp,tag8
10,argus (deprecated),tag4
7,l2tp,tag9
5,sat-expak,tag6
10,narp,tag6
9,ipip,tag3
4,iptm,tag8
5,il,tag4
2,smp,tag10
2,crudp,tag2
2,dcn-meas,tag3
9,aggfrag,tag1
3,netblt,tag10
7,hip,tag7
2,hip,tag9
4,idpr,tag5
11,leaf-2,tag8
1,narp,tag1
8,sun-nd,tag7
10,sat-expak,tag2
11,isis over ipv4,tag1
4,cpnx,tag7
7,tcp,tag2
4,sun-nd,tag5
0,chaos,tag4
15,egp,tag3
18,ddp,tag4
4,il,tag10
9,vmtp,tag6
15,micp (deprecated),tag5
14,iplt,tag7
0,dgp,tag1
18,l2tp,tag6
3,igmp,tag9
16,iplt,tag4
4,idrp,tag9
9,mtp,tag8
7,aggfrag,tag7
9,nsfnet-igp,tag10
13,idpr,tag8
12,ptp,tag1
9,dcn-meas,tag8
7,ptp,tag5
14,i-nlsp,tag10
7,sctp,tag9
5,chaos,tag1
15,aris,tag10
16,gmtp,tag7
3,pim,tag1
12,micp (deprecated),tag3
14,iso-tp4,tag3
10,mpls-in-ip,tag6
10,narp,tag3
18,mtp,tag3
19,ospfigp,tag9
5,wsn,tag4
1,pup,tag10
17,il,tag2
18,tlsp,tag10
1,compaq-peer,tag4
18,br-sat-mon,tag2
18,trunk-1,tag4
18,gre,tag9
18,udplite,tag10
0,dgp,tag9
7,br-sat-mon,tag8
15,3pc,tag10
6,mux,tag2
12,cftp,tag4
4,uti,tag8
2,emcon,tag9
6,idpr-cmtp,tag4
5,mfe-nsp,tag9
1,ipv6-icmp,tag4
1,prm,tag7
17,pipe,tag5
10,sat-mon,tag7
5,sdrp,tag5
9,irtp,tag6
3,rsvp,tag6
11,trunk-2,tag7
11,fire,tag2
17,vines,tag8
5,3pc,tag1
3,rsvp,tag4
4,ipcv,tag4
8,a/n,tag7
13,wb-expak,tag1
9,iso-ip,tag6
14,tcf,tag8
13,vrrp,tag3
5,pgm,tag9
2,xns-idp,tag10
12,wsn,tag9
8,cpnx,tag5
17,ipip,tag5
0,gre,tag9
13,i-nlsp,tag1
1,vmtp,tag6
8,narp,tag9
4,fc,tag10
6,gre,tag1
18,snp,tag6
3,sps,tag1
3,sat-mon,tag4
12,merit-inp,tag3
10,sat-mon,tag6
19,vines,tag6
0,udplite,tag4
7,idpr-cmtp,tag7
18,cbt,tag5
13,emcon,tag10
5,irtp,tag3
3,ipv6-nonxt,tag3
12,fc,tag9
8,merit-inp,tag7
2,min-ipv4,tag5
16,pup,tag3
12,swipe (deprecated),tag10
6,chaos,tag6
3,trunk-1,tag4
16,merit-inp,tag7
8,tcp,tag9
5,pgm,tag10
3,gre,tag7
8,vines,tag8
18,encap,tag4
12,snp,tag10
11,iatp,tag3
12,secure-vmtp,tag4
1,st,tag2
2,sat-expak,tag6
8,dccp,tag5
2,ipv6-frag,tag10
6,br-sat-mon,tag1
5,dgp,tag7
8,vrrp,tag7
9,compaq-peer,tag5
9,leaf-2,tag2
15,pim,tag1
17,ipv6-nonxt,tag7
5,kryptolan,tag3
3,sat-expak,tag3
6,sm (deprecated),tag4
8,cbt,tag2
15,etherip,tag6
18,trunk-2,tag7
14,wsn,tag9
14,cftp,tag5
4,xtp,tag8
13,sat-expak,tag10
1,pipe,tag9
12,i-nlsp,tag4
5,cphb,tag8
1,udp,tag8
2,ddp,tag10
0,min-ipv4,tag8
13,iatp,tag6
14,dgp,tag5
11,wsn,tag5
3,icmp,tag9
14,icmp,tag2
4,tlsp,tag2
1,uti,tag2
9,ddp,tag3
6,sm (deprecated),tag9
6,min-ipv4,tag8
10,tlsp,tag6
11,pvp,tag4
13,st,tag3
0,ipv6-icmp,tag7
2,iso-tp4,tag2
7,gmtp,tag9
5,iptm,tag8
17,etherip,tag1
4,hmp,tag8
1,rohc,tag6
4,netblt,tag1
16,rsvp,tag2
8,sat-expak,tag7
6,leaf-2,tag2
5,dcn-meas,tag2
19,ddp,tag5
0,fire,tag8
11,xnet,tag7
0,idpr-cmtp,tag7
10,snp,tag6
6,trunk-2,tag6
2,rohc,tag3
13,ddx,tag10
15,rohc,tag2
17,leaf-1,tag8
11,rohc,tag9
8,ipv6-nonxt,tag5
7,nsh,tag4
8,pgm,tag5
6,trunk-1,tag6
15,irtp,tag5
11,rvd,tag1
16,udp,tag9
0,nvp-ii,tag1
3,crtp,tag7
10,gre,tag6
3,bbn-rcc-mon,tag2
4,udp,tag5
3,emcon,tag6
7,dccp,tag2
0,aggfrag,tag1
7,igmp,tag3
8,il,tag9
7,esp,tag8
4,sscopmce,tag9
5,hmp,tag8
17,ipv6-opts,tag4
10,ipv6-opts,tag10
4,udp,tag10
17,mux,tag8
12,netblt,tag6
11,pim,tag5
13,isis over ipv4,tag6
2,ddp,tag2
18,xnet,tag10
17,mtp,tag9
13,st,tag5
13,vmtp,tag1
10,argus (deprecated),tag10
12,iatp,tag9
19,udplite,tag5
3,idrp,tag7
19,merit-inp,tag2
11,scps,tag5
1,cpnx,tag1
4,scc-sp,tag10
14,stp,tag5
19,aris,tag2
7,eigrp,tag1
5,sm (deprecated),tag5
9,tcp,tag5
13,uti,tag8
16,larp,tag10
4,idpr-cmtp,tag1
14,srp,tag4
7,scc-sp,tag1
6,etherip,tag6
11,sscopmce,tag10
8,smp,tag10
11,ipv6-icmp,tag2
3,sun-nd,tag3
6,iptm,tag9
7,gre,tag1
5,wb-mon,tag3
10,tcf,tag2
7,idpr-cmtp,tag9
13,emcon,tag6
9,gre,tag2
1,iplt,tag1
6,i-nlsp,tag3
19,hmp,tag2
4,wesp,tag10
2,dsr,tag10
7,udplite,tag2
0,idrp,tag8
13,iatp,tag1
1,tcf,tag8
16,swipe (deprecated),tag8
9,hip,tag9
7,iso-ip,tag10
4,dsr,tag6
7,shim6,tag5
0,vmtp,tag6
11,iatp,tag10
0,shim6,tag6
13,trunk-2,tag4
13,gre,tag5
2,tp++,tag9
1,netblt,tag7
12,manet,tag9
3,ax.25,tag1
17,mux,tag2
14,xns-idp,tag2
2,swipe (deprecated),tag8
5,tcf,tag10
1,ipv6-route,tag10
12,aggfrag,tag2
2,shim6,tag7
12,pim,tag2
18,stp,tag3
19,sps,tag4
3,chaos,tag8
17,ipv6-opts,tag10
6,tcf,tag2
2,ggp,tag8
12,sun-nd,tag1
16,vrrp,tag7
0,bna,tag4
3,nsfnet-igp,tag4
19,hip,tag3
19,mfe-nsp,tag10
8,wesp,tag8
19,rsvp-e2e-ignore,tag4
11,sprite-rpc,tag9
14,iatp,tag1
7,sps,tag3
12,cphb,tag7
3,leaf-2,tag6
10,dcn-meas,tag7
7,ddp,tag9
14,trunk-2,tag5
11,uti,tag1
7,compaq-peer,tag7
19,secure-vmtp,tag5
3,pgm,tag5
10,idpr,tag4
12,rvd,tag9
14,srp,tag9
6,br-sat-mon,tag10
6,skip,tag8
9,udplite,tag4
3,emcon,tag5
11,manet,tag4
2,pim,tag9
10,pim,tag3
10,shim6,tag8
15,sctp,tag9
7,chaos,tag5
10,trunk-1,tag10
4,igp,tag3
14,micp (deprecated),tag1
0,ah,tag5
0,cbt,tag9
19,trunk-1,tag8
7,iso-tp4,tag6
9,esp,tag4
4,merit-inp,tag6
17,pipe,tag6
2,vrrp,tag2
6,ipv6-opts,tag1
14,snp,tag3
0,dgp,tag10
2,st,tag6
15,dcn-meas,tag4
7,sun-nd,tag1
12,emcon,tag10
4,tcf,tag6
15,sat-mon,tag8
13,ipv6-route,tag8
1,snp,tag9
19,ptp,tag9
16,scps,tag7
9,sprite-rpc,tag7
3,mpls-in-ip,tag8
19,iplt,tag9
17,hip,tag2
5,bbn-rcc-mon,tag5
3,trunk-1,tag7
3,chaos,tag2
2,leaf-2,tag8
6,tcp,tag6
5,tcp,tag5
12,fc,tag6
2,hmp,tag4
5,sat-mon,tag4
6,fc,tag9
1,shim6,tag6
11,rohc,tag1
1,mtp,tag7
5,cftp,tag2
15,ipv6-route,tag3
12,st,tag6
2,icmp,tag6
19,min-ipv4,tag4
4,trunk-1,tag8
15,cbt,tag3
11,igp,tag6
2,sctp,tag7
11,scc-sp,tag5
3,encap,tag2
7,sat-expak,tag8
0,visa,tag6
4,xnet,tag7
0,vrrp,tag1
1,bbn-rcc-mon,tag4
2,gre,tag2
2,wb-expak,tag1
6,irtp,tag4
2,ifmp,tag5
10,mtp,tag3
13,ipv6-nonxt,tag1
18,ifmp,tag2
14,wb-mon,tag2
19,mtp,tag8
0,udp,tag1
18,xns-idp,tag4
14,hip,tag10
16,dsr,tag5
5,xnet,tag10
0,wsn,tag3
3,visa,tag2
13,idpr,tag9
2,ippc,tag6
14,pnni,tag5
19,nvp-ii,tag4
6,cphb,tag6
12,sat-mon,tag6
7,ipv6-nonxt,tag9
7,sprite-rpc,tag9
2,ggp,tag5
4,ah,tag2
6,prm,tag2
7,ipcv,tag1
8,iso-tp4,tag8
6,cpnx,tag2
15,rsvp,tag7
11,sun-nd,tag3
15,tlsp,tag3
12,xnet,tag8
12,tcp,tag2
7,emcon,tag1
18,cphb,tag1
15,sdrp,tag3
9,iso-tp4,tag1
7,stp,tag6
9,egp,tag2
12,pgm,tag8
10,iso-ip,tag8
3,idpr,tag1
0,bbn-rcc-mon,tag2
12,vrrp,tag3
14,ospfigp,tag5
12,micp (deprecated),tag9
12,sscopmce,tag10
10,trunk-2,tag8
6,ipv6-nonxt,tag8
0,ddx,tag1
9,crudp,tag4
6,fc,tag5
15,tlsp,tag6
7,uti,tag1
18,rdp,tag9
15,dccp,tag2
16,ifmp,tag7
1,micp (deprecated),tag2
16,mfe-nsp,tag7
17,crudp,tag1
11,larp,tag10
12,ipx-in-ip,tag8
14,hmp,tag1
3,bna,tag7
16,pim,tag9
14,sctp,tag2
6,uti,tag6
10,rdp,tag3
5,cphb,tag1
10,hmp,tag2
12,mpls-in-ip,tag10
1,mobility header,tag8
10,ipx-in-ip,tag8
16,cpnx,tag7
19,wesp,tag5
12,vines,tag10
4,igp,tag7
2,udp,tag4
14,ipv6-opts,tag7
0,igmp,tag6
9,secure-vmtp,tag5
15,scc-sp,tag10
1,sps,tag9
8,iso-ip,tag4
10,wsn,tag2
3,scc-sp,tag4
10,rvd,tag2
1,crudp,tag9
15,br-sat-mon,tag7
0,ipv6-opts,tag10
8,iso-tp4,tag4
6,bbn-rcc-mon,tag5
15,ipv6-icmp,tag1
0,ah,tag8
17,sctp,tag3
0,etherip,tag1
0,crudp,tag8
15,pim,tag9
2,wb-mon,tag9
15,ifmp,tag7
12,br-sat-mon,tag3
2,3pc,tag9
18,ipv6,tag5
12,icmp,tag2
7,wb-mon,tag2
6,skip,tag1
14,cftp,tag10
4,sscopmce,tag7
15,rsvp-e2e-ignore,tag3
2,ipx-in-ip,tag3
16,xtp,tag7
0,dcn-meas,tag8
18,dccp,tag4
18,udplite,tag2
19,ospfigp,tag4
12,argus (deprecated),tag10
7,ipx-in-ip,tag4
11,merit-inp,tag4
1,gmtp,tag4
0,leaf-1,tag3
8,swipe (deprecated),tag7
17,xnet,tag3
7,cphb,tag1
15,visa,tag4
2,ipcomp,tag6
13,ah,tag8
7,aris,tag1
14,iso-ip,tag5
17,min-ipv4,tag5
6,tcf,tag10
11,scps,tag6
16,ipx-in-ip,tag10
5,xns-idp,tag3
11,igp,tag1
18,wsn,tag9
15,qnx,tag8
9,br-sat-mon,tag3
11,irtp,tag1
6,iatp,tag1
17,xns-idp,tag2
8,tp++,tag10
8,mpls-in-ip,tag3
10,fire,tag4
17,br-sat-mon,tag10
4,aggfrag,tag2
13,egp,tag6
10,mtp,tag8
16,netblt,tag10
5,igmp,tag10
9,fire,tag5
4,min-ipv4,tag9
9,isis over ipv4,tag3
1,sps,tag10
8,cpnx,tag10
2,ipcomp,tag5
15,snp,tag9
4,cpnx,tag5
0,tcf,tag4
13,ipip,tag9
6,etherip,tag3
3,nsfnet-igp,tag5
11,mtp,tag5
3,etherip,tag9
13,kryptolan,tag7
9,pnni,tag6
3,3pc,tag10
0,aris,tag7
6,hip,tag8
8,micp (deprecated),tag4
0,tcp,tag5
10,ifmp,tag5
1,iso-tp4,tag4
19,chaos,tag5
4,netblt,tag8
10,sat-expak,tag7
10,pgm,tag7
0,pipe,tag9
2,mtp,tag9
1,fire,tag9
9,br-sat-mon,tag6
17,vmtp,tag9
19,qnx,tag5
19,hopopt,tag9
12,ddp,tag9
4,vrrp,tag9
18,kryptolan,tag3
7,rsvp-e2e-ignore,tag3
16,ax.25,tag5
18,dccp,tag7
6,merit-inp,tag10
14,ifmp,tag9
13,xns-idp,tag7
1,nsfnet-igp,tag5
17,sps,tag9
9,sscopmce,tag7
3,aris,tag5
6,narp,tag8
0,ipv6-icmp,tag1
3,aggfrag,tag8
9,ipv6-icmp,tag9
7,gmtp,tag1
1,mobility header,tag10
19,bbn-rcc-mon,tag5
1,rsvp-e2e-ignore,tag5
14,ipv4,tag3
5,esp,tag7
5,sdrp,tag2
16,irtp,tag5
13,shim6,tag4
14,pnni,tag3
15,dccp,tag10
1,br-sat-mon,tag3
0,swipe (deprecated),tag9
11,compaq-peer,tag6
17,egp,tag5
18,sscopmce,tag2
0,sprite-rpc,tag1
5,ah,tag5
14,leaf-1,tag3
4,il,tag1
1,ipx-in-ip,tag1
1,chaos,tag9
15,tcf,tag7
18,nsh,tag4
4,idpr,tag4
0,netblt,tag10
5,sscopmce,tag4
17,qnx,tag3
10,idpr,tag8
