destport,protocol,tag
12,ipv6-route,tag6
5,secure-vmtp,tag4
8,wb-mon,tag5
11,gmtp,tag4
12,udp,tag6
10,fire,tag2
6,tcf,tag9
1,mux,tag6
15,pipe,tag8
9,udp,tag8
10,ptp,tag9
17,srp,tag2
6,manet,tag1
0,aris,tag1
1,scps,tag10
19,srp,tag6
6,ah,tag4
16,shim6,tag10
11,iatp,tag4
19,mobility header,tag2
14,mtp,tag3
9,larp,tag7
3,xnet,tag9
0,pup,tag5
7,mux,tag7
13,ipx-in-ip,tag2
15,secure-vmtp,tag10
13,hmp,tag1
19,iptm,tag8
1,cftp,tag8
3,uti,tag2
0,wesp,tag5
0,sps,tag7
14,egp,tag2
8,ipv6-route,tag10
11,bna,tag8
12,ethernet,tag10
7,min-ipv4,tag4
18,crtp,tag8
6,ggp,tag8
10,idpr,tag2
10,ospfigp,tag10
16,sun-nd,tag1
13,iso-tp4,tag2
11,skip,tag2
2,pgm,tag10
5,nsh,tag1
19,tlsp,tag9
4,tp++,tag3
1,scc-sp,tag4
8,leaf-2,tag6
5,rvd,tag1
9,irtp,tag6
19,gre,tag1
14,xnet,tag7
6,scps,tag6
2,sdrp,tag5
4,tlsp,tag8
2,ax.25,tag9
17,icmp,tag8
5,st,tag3
10,nvp-ii,tag10
4,leaf-1,tag5
14,sdrp,tag6
5,ipcv,tag2
8,tcf,tag9
19,aggfrag,tag10
15,rohc,tag1
0,iso-tp4,tag10
3,esp,tag1
1,encap,tag6
16,pipe,tag1
12,stp,tag8
8,igmp,tag8
10,ospfigp,tag9
3,manet,tag7
17,ddp,tag7
14,crtp,tag5
2,leaf-2,tag1
5,secure-vmtp,tag9
5,bna,tag9
15,dsr,tag2
2,ddp,tag2
18,irtp,tag2
1,xnet,tag4
10,gmtp,tag2
4,leaf-2,tag2
4,l2tp,tag2
17,fc,tag3
12,ippc,tag2
3,kryptolan,tag6
5,i-nlsp,tag2
6,sm (deprecated),tag9
7,rsvp,tag3
2,scps,tag5
19,igmp,tag10
10,cbt,tag2
16,irtp,tag9
5,trunk-2,tag5
7,hopopt,tag2
10,etherip,tag10
16,ethernet,tag3
17,aris,tag1
0,ipv6-icmp,tag7
2,tcf,tag8
4,isis over ipv4,tag10
14,ipx-in-ip,tag1
7,ipv6-opts,tag8
4,netblt,tag9
13,rohc,tag8
1,iplt,tag5
2,wb-expak,tag9
2,egp,tag2
17,micp (deprecated),tag9
11,ipcomp,tag5
13,sprite-rpc,tag5
3,idpr-cmtp,tag4
8,scc-sp,tag4
17,ax.25,tag4
4,cpnx,tag6
3,sat-mon,tag2
2,hip,tag1
18,chaos,tag2
8,cphb,tag5
13,trunk-1,tag6
17,wsn,tag5
0,ipcomp,tag7
12,gmtp,tag8
18,srp,tag5
13,pvp,tag7
2,tcf,tag3
4,sun-nd,tag1
9,iplt,tag7
3,vrrp,tag3
10,wesp,tag3
2,sat-mon,tag8
2,aggfrag,tag3
18,tp++,tag2
5,rsvp,tag10
2,bna,tag6
8,sscopmce,tag6
19,skip,tag5
14,xtp,tag7
5,pipe,tag1
8,trunk-1,tag4
1,min-ipv4,tag2
1,srp,tag6
8,kryptolan,tag7
17,encap,tag7
5,ipv6-nonxt,tag7
15,smp,tag10
1,ifmp,tag3
6,udp,tag9
5,skip,tag9
2,prm,tag9
11,nsh,tag8
16,xnet,tag7
19,iplt,tag1
15,isis over ipv4,tag9
0,ptp,tag1
5,xnet,tag10
16,xns-idp,tag4
5,eigrp,tag1
13,fc,tag4
13,idpr,tag8
12,srp,tag6
2,pim,tag9
14,aris,tag8
9,cftp,tag6
16,sat-mon,tag1
3,pim,tag5
15,ethernet,tag10
9,igp,tag4
18,iptm,tag3
18,pup,tag3
5,st,tag4
13,dsr,tag10
4,mtp,tag5
8,cftp,tag7
5,cphb,tag4
16,aris,tag4
3,trunk-1,tag5
7,narp,tag2
8,hmp,tag9
17,ipcv,tag6
1,crtp,tag2
10,cpnx,tag2
5,ipcomp,tag8
1,br-sat-mon,tag3
13,rsvp-e2e-ignore,tag10
8,iplt,tag3
19,narp,tag10
6,egp,tag8
10,cpnx,tag8
1,leaf-2,tag5
17,rsvp-e2e-ignore,tag2
5,rsvp-e2e-ignore,tag6
15,ippc,tag4
14,sat-mon,tag4
7,qnx,tag3
16,ipv6-frag,tag10
9,mpls-in-ip,tag10
6,rohc,tag7
19,ipv6-route,tag10
5,dccp,tag2
11,idrp,tag3
17,pnni,tag7
3,bbn-rcc-mon,tag8
5,argus (deprecated),tag6
8,idrp,tag4
9,idpr,tag6
13,iatp,tag9
7,pipe,tag3
4,ethernet,tag4
14,ifmp,tag3
10,crtp,tag3
6,nsfnet-igp,tag2
11,merit-inp,tag8
6,mux,tag9
16,xnet,tag4
1,emcon,tag10
2,igmp,tag10
1,fire,tag6
7,snp,tag10
12,rvd,tag4
2,il,tag7
4,trunk-2,tag3
15,sm (deprecated),tag6
17,iso-ip,tag6
1,tp++,tag6
5,ah,tag3
14,nsh,tag6
3,ifmp,tag6
2,iplt,tag4
17,nvp-ii,tag7
14,snp,tag8
7,irtp,tag8
11,trunk-2,tag7
15,il,tag6
1,a/n,tag3
12,dccp,tag4
12,pnni,tag7
1,pgm,tag6
9,rsvp-e2e-ignore,tag2
12,ah,tag4
6,xns-idp,tag9
2,sat-expak,tag6
8,tcp,tag5
12,manet,tag1
19,dsr,tag6
9,ptp,tag9
18,tlsp,tag4
9,tp++,tag8
1,il,tag4
9,br-sat-mon,tag8
12,pim,tag3
5,tcf,tag2
1,rsvp,tag6
19,egp,tag8
17,crtp,tag8
0,xtp,tag9
5,larp,tag3
8,udp,tag2
2,ddp,tag9
15,bna,tag3
16,fc,tag2
9,compaq-peer,tag8
17,tlsp,tag9
9,ipv6-frag,tag1
19,sat-mon,tag1
14,idpr-cmtp,tag2
18,igmp,tag8
5,dsr,tag3
19,idrp,tag3
17,swipe (deprecated),tag10
16,idpr-cmtp,tag4
17,dsr,tag10
17,dccp,tag3
5,rdp,tag10
10,prm,tag3
7,chaos,tag3
5,ipv6-route,tag10
0,tlsp,tag9
13,trunk-1,tag8
6,nsfnet-igp,tag1
17,ddp,tag8
17,fc,tag4
10,wb-mon,tag5
19,ipv6-nonxt,tag7
0,pim,tag5
14,fire,tag2
6,stp,tag3
18,mpls-in-ip,tag2
14,encap,tag7
6,ipip,tag5
11,argus (deprecated),tag1
8,ax.25,tag6
15,pim,tag5
8,sprite-rpc,tag3
0,bna,tag7
2,xns-idp,tag1
3,gmtp,tag5
4,sprite-rpc,tag6
10,hmp,tag4
2,a/n,tag1
0,wb-expak,tag3
16,rsvp,tag8
13,encap,tag8
10,idpr,tag6
8,cftp,tag9
5,idpr-cmtp,tag6
4,br-sat-mon,tag6
10,sctp,tag1
7,mfe-nsp,tag9
15,isis over ipv4,tag8
7,xtp,tag8
12,vrrp,tag6
4,iplt,tag9
19,cpnx,tag8
18,cpnx,tag8
9,iso-ip,tag4
1,secure-vmtp,tag1
5,sctp,tag4
5,tlsp,tag5
8,wb-mon,tag4
6,wesp,tag9
5,dsr,tag4
2,dgp,tag6
0,sun-nd,tag6
13,argus (deprecated),tag5
0,snp,tag5
18,tcf,tag7
19,idrp,tag4
8,bna,tag5
13,ipv6-icmp,tag9
17,cftp,tag3
15,br-sat-mon,tag3
19,pvp,tag10
18,iatp,tag8
15,nvp-ii,tag10
12,iso-ip,tag7
10,crtp,tag8
2,secure-vmtp,tag7
10,iatp,tag1
12,3pc,tag6
17,egp,tag8
10,ipip,tag3
16,sm (deprecated),tag10
4,st,tag5
15,sun-nd,tag6
3,sat-mon,tag8
9,3pc,tag9
14,micp (deprecated),tag5
14,cftp,tag4
11,sat-expak,tag1
10,ddx,tag7
5,tlsp,tag10
16,smp,tag9
5,ospfigp,tag9
17,icmp,tag10
3,pup,tag10
4,xtp,tag6
7,cpnx,tag6
9,irtp,tag9
19,uti,tag7
16,mfe-nsp,tag8
18,micp (deprecated),tag6
18,vmtp,tag2
13,st,tag2
7,tp++,tag5
9,ggp,tag9
1,ippc,tag1
11,pnni,tag10
18,xtp,tag2
16,ddp,tag4
5,vines,tag6
19,micp (deprecated),tag3
8,smp,tag8
13,nsh,tag6
1,idpr,tag10
1,i-nlsp,tag4
6,ptp,tag8
11,ipv6-opts,tag10
3,vrrp,tag2
9,narp,tag9
16,rdp,tag6
2,iso-tp4,tag2
10,dccp,tag1
7,rdp,tag7
7,swipe (deprecated),tag6
15,tlsp,tag3
6,rsvp,tag10
14,pvp,tag2
16,xtp,tag8
14,egp,tag5
17,egp,tag5
4,srp,tag9
19,ipv6-frag,tag4
6,srp,tag2
17,gmtp,tag3
19,encap,tag5
6,rvd,tag1
0,chaos,tag10
17,wb-mon,tag9
7,hmp,tag1
1,merit-inp,tag9
1,xtp,tag7
9,hip,tag7
14,crudp,tag10
19,sun-nd,tag8
2,ipcv,tag3
1,ipv6,tag3
8,xns-idp,tag10
10,isis over ipv4,tag8
17,ipv6-route,tag4
2,idrp,tag3
18,ipv6-opts,tag3
15,ipcv,tag3
5,wsn,tag1
11,shim6,tag10
10,hopopt,tag7
10,stp,tag7
11,micp (deprecated),tag9
0,tp++,tag2
17,a/n,tag2
5,min-ipv4,tag4
17,tlsp,tag5
4,pim,tag6
12,manet,tag2
14,larp,tag2
14,crudp,tag1
4,dsr,tag2
2,sat-mon,tag7
18,ddp,tag4
13,tcf,tag6
8,ospfigp,tag4
9,sprite-rpc,tag8
9,ippc,tag6
10,iptm,tag4
3,mpls-in-ip,tag2
2,cbt,tag1
15,3pc,tag10
13,sscopmce,tag8
1,st,tag3
7,iso-tp4,tag1
3,scps,tag4
6,pgm,tag5
2,scps,tag7
0,pipe,tag4
13,br-sat-mon,tag10
4,ah,tag10
3,udplite,tag8
2,chaos,tag2
1,crtp,tag9
6,egp,tag6
18,sat-mon,tag2
14,gre,tag3
4,wb-mon,tag1
9,qnx,tag5
16,wb-expak,tag1
19,prm,tag1
12,aris,tag7
7,nvp-ii,tag5
1,trunk-1,tag10
15,mobility header,tag2
0,cbt,tag8
10,igmp,tag2
19,dcn-meas,tag8
3,iso-tp4,tag2
12,scc-sp,tag8
12,mpls-in-ip,tag2
10,nvp-ii,tag5
16,trunk-1,tag6
1,uti,tag5
16,pim,tag6
9,sps,tag7
15,ipv6-icmp,tag9
11,l2tp,tag5
16,hmp,tag9
8,ah,tag5
16,mux,tag1
7,i-nlsp,tag10
6,igp,tag8
7,ptp,tag1
14,ospfigp,tag7
2,qnx,tag6
15,mux,tag4
7,min-ipv4,tag5
4,ipv6,tag5
16,ipv6-opts,tag2
11,idrp,tag6
7,ipv6-opts,tag3
13,pipe,tag9
11,leaf-2,tag4
1,xnet,tag3
19,bna,tag1
18,pim,tag5
8,srp,tag10
7,udp,tag5
12,crudp,tag7
16,vmtp,tag8
12,aggfrag,tag3
16,sps,tag4
13,crtp,tag2
10,igmp,tag7
1,rsvp-e2e-ignore,tag1
18,ipv4,tag9
12,ifmp,tag5
11,ifmp,tag1
17,emcon,tag9
15,ospfigp,tag3
11,nsh,tag5
8,cbt,tag4
7,l2tp,tag2
8,sctp,tag10
7,isis over ipv4,tag8
0,udplite,tag8
13,eigrp,tag8
15,dccp,tag3
18,ipv6-opts,tag7
18,bna,tag10
19,esp,tag3
9,br-sat-mon,tag6
13,pvp,tag2
5,udp,tag7
3,idrp,tag3
10,ax.25,tag6
15,wesp,tag1
5,il,tag8
7,sm (deprecated),tag4
18,ippc,tag10
7,mfe-nsp,tag2
0,sun-nd,tag1
11,wb-mon,tag6
2,igp,tag6
13,ipip,tag1
11,isis over ipv4,tag5
15,tp++,tag1
1,qnx,tag1
17,mux,tag9
12,irtp,tag7
14,vmtp,tag1
8,visa,tag3
0,dccp,tag6
18,rsvp,tag7
9,ifmp,tag4
1,xns-idp,tag6
4,swipe (deprecated),tag8
10,wb-expak,tag1
0,st,tag2
17,chaos,tag10
1,secure-vmtp,tag2
2,xtp,tag5
11,netblt,tag3
11,rohc,tag10
8,shim6,tag2
6,ipip,tag6
4,hip,tag7
4,cftp,tag8
1,xtp,tag2
5,il,tag3
17,xtp,tag5
19,stp,tag7
15,iso-tp4,tag4
4,eigrp,tag1
13,ipv6-opts,tag7
10,mtp,tag3
5,larp,tag5
14,narp,tag9
4,hip,tag3
11,uti,tag7
10,sm (deprecated),tag6
14,igp,tag10
17,mux,tag3
11,pipe,tag1
8,manet,tag1
19,ifmp,tag9
8,chaos,tag6
5,dsr,tag9
16,ptp,tag7
3,vines,tag2
17,igmp,tag8
6,ipcv,tag1
9,qnx,tag2
5,fire,tag1
6,pnni,tag2
2,snp,tag8
14,sprite-rpc,tag4
14,larp,tag3
7,shim6,tag1
13,gre,tag3
1,br-sat-mon,tag5
7,eigrp,tag9
3,idpr,tag5
16,leaf-1,tag2
12,mtp,tag7
18,scps,tag5
9,ah,tag4
13,encap,tag7
6,isis over ipv4,tag5
7,vrrp,tag5
7,isis over ipv4,tag1
14,ipv6-route,tag4
6,hmp,tag4
15,snp,tag3
8,scps,tag8
5,rsvp,tag6
1,ethernet,tag7
19,secure-vmtp,tag3
12,eigrp,tag10
9,visa,tag4
1,irtp,tag1
15,rdp,tag5
16,pup,tag7
6,snp,tag8
9,xns-idp,tag3
16,wb-mon,tag5
17,ptp,tag8
16,visa,tag2
12,chaos,tag4
15,argus (deprecated),tag9
10,shim6,tag8
17,cftp,tag8
6,pgm,tag8
2,wb-expak,tag1
8,cbt,tag8
17,mobility header,tag4
14,sm (deprecated),tag6
4,idpr,tag4
18,3pc,tag5
15,sat-expak,tag3
16,eigrp,tag2
6,skip,tag4
3,cpnx,tag3
4,sctp,tag1
6,icmp,tag6
17,ippc,tag1
14,ipv6-nonxt,tag3
4,xns-idp,tag9
5,dccp,tag6
9,st,tag9
9,argus (deprecated),tag7
14,3pc,tag3
14,il,tag3
3,nsh,tag3
15,ddx,tag2
10,vines,tag10
11,smp,tag8
19,ax.25,tag3
9,udplite,tag4
1,xtp,tag8
0,crudp,tag2
3,tcf,tag7
14,ospfigp,tag8
4,ipcomp,tag1
3,igp,tag4
2,smp,tag7
11,leaf-1,tag2
7,sm (deprecated),tag10
11,sps,tag8
9,st,tag1
10,icmp,tag6
16,ipcv,tag10
6,chaos,tag8
2,ipv4,tag4
5,prm,tag5
2,igp,tag4
9,min-ipv4,tag5
13,ah,tag4
1,ipcv,tag7
13,udplite,tag2
16,cbt,tag8
5,isis over ipv4,tag8
13,udplite,tag3
10,iplt,tag1
3,tcp,tag5
17,ipip,tag9
18,cpnx,tag7
5,hip,tag3
4,trunk-1,tag6
16,manet,tag6
4,scps,tag3
19,cftp,tag10
1,qnx,tag5
19,tcf,tag6
16,netblt,tag4
0,idpr,tag8
11,tp++,tag9
1,sscopmce,tag2
12,sat-mon,tag5
2,vines,tag8
8,ggp,tag6
18,dccp,tag8
7,min-ipv4,tag1
11,skip,tag9
7,icmp,tag2
10,tcf,tag1
14,igmp,tag7
18,mtp,tag8
17,ipv6-opts,tag9
18,dccp,tag5
12,iso-tp4,tag9
17,il,tag5
15,ipip,tag4
14,wesp,tag5
10,sscopmce,tag6
0,leaf-2,tag9
14,ipcomp,tag3
7,wb-mon,tag8
14,tcf,tag6
19,sprite-rpc,tag8
15,tp++,tag10
13,netblt,tag5
14,iatp,tag10
18,eigrp,tag7
16,larp,tag10
16,trunk-1,tag1
13,3pc,tag10
14,udplite,tag9
4,dccp,tag10
18,dsr,tag8
14,cbt,tag7
6,ospfigp,tag6
14,mtp,tag5
18,il,tag8
8,cpnx,tag4
14,merit-inp,tag4
3,isis over ipv4,tag2
0,tp++,tag4
11,tlsp,tag1
4,igp,tag3
7,igp,tag1
15,prm,tag3
9,wsn,tag1
12,hip,tag7
14,ipv6,tag1
1,rdp,tag10
4,st,tag2
5,rsvp-e2e-ignore,tag2
17,dsr,tag7
9,ddx,tag4
17,aris,tag9
12,icmp,tag6
15,sctp,tag1
3,tcp,tag10
15,udp,tag1
15,hmp,tag6
17,egp,tag10
5,bna,tag10
18,ipv6-nonxt,tag10
14,cbt,tag1
3,mtp,tag5
7,tcf,tag2
6,a/n,tag7
5,ethernet,tag3
13,vmtp,tag9
18,hmp,tag8
10,irtp,tag6
10,stp,tag6
4,leaf-2,tag4
18,aris,tag10
7,wesp,tag2
10,sdrp,tag6
9,st,tag10
15,cbt,tag8
1,ipv6-nonxt,tag8
11,ax.25,tag5
13,sctp,tag4
0,encap,tag9
19,dcn-meas,tag5
2,igmp,tag3
11,aris,tag5
0,wsn,tag3
11,swipe (deprecated),tag1
19,ipx-in-ip,tag8
14,secure-vmtp,tag10
11,aggfrag,tag2
16,gmtp,tag8
17,udp,tag7
15,ifmp,tag3
6,nsh,tag3
6,qnx,tag4
12,ethernet,tag2
19,ipv6-icmp,tag4
11,il,tag3
13,gmtp,tag9
13,sm (deprecated),tag6
16,min-ipv4,tag5
16,ggp,tag7
13,crtp,tag1
5,ipx-in-ip,tag5
14,irtp,tag8
5,wb-expak,tag9
7,bna,tag7
17,sctp,tag8
4,micp (deprecated),tag10
5,rsvp,tag4
14,scps,tag6
14,leaf-1,tag4
7,mux,tag10
9,secure-vmtp,tag3
8,ah,tag10
6,ipv6-frag,tag1
6,cbt,tag6
3,sprite-rpc,tag1
7,dsr,tag6
15,swipe (deprecated),tag1
0,prm,tag4
10,crudp,tag7
3,mtp,tag7
17,vines,tag9
16,stp,tag6
1,dgp,tag1
16,uti,tag7
16,narp,tag8
19,skip,tag10
3,sdrp,tag6
0,scc-sp,tag5
14,encap,tag6
19,nvp-ii,tag1
14,sctp,tag8
5,eigrp,tag4
4,tlsp,tag2
4,hopopt,tag4
19,mobility header,tag4
12,ipcomp,tag2
7,irtp,tag5
2,snp,tag9
13,isis over ipv4,tag7
3,sat-mon,tag1
7,xns-idp,tag9
19,iso-tp4,tag9
13,prm,tag2
2,irtp,tag5
1,ipv6-frag,tag6
1,hopopt,tag6
15,snp,tag8
13,pnni,tag8
1,cbt,tag4
1,ipx-in-ip,tag1
5,wesp,tag1
7,st,tag3
2,iptm,tag3
9,mfe-nsp,tag8
11,xtp,tag7
19,mfe-nsp,tag1
7,sun-nd,tag6
18,scps,tag1
1,tcp,tag1
18,vmtp,tag1
12,trunk-2,tag7
4,udplite,tag1
19,scc-sp,tag2
11,idrp,tag8
16,igp,tag6
5,mpls-in-ip,tag2
11,ippc,tag5
6,dcn-meas,tag4
3,ipip,tag8
0,skip,tag5
5,irtp,tag5
10,udplite,tag5
4,vines,tag9
19,cphb,tag6
13,rvd,tag4
9,sdrp,tag4
12,micp (deprecated),tag7
16,xtp,tag6
4,aggfrag,tag6
9,netblt,tag3
14,nsh,tag8
19,larp,tag5
7,bbn-rcc-mon,tag10
7,irtp,tag1
15,ipv6-opts,tag10
10,esp,tag6
19,sun-nd,tag6
18,kryptolan,tag10
16,ddx,tag2
4,nsfnet-igp,tag8
12,pnni,tag2
12,l2tp,tag8
5,srp,tag5
11,nsfnet-igp,tag2
4,tp++,tag2
15,ipcv,tag9
10,srp,tag3
17,ipip,tag5
17,sprite-rpc,tag3
11,pim,tag3
6,sprite-rpc,tag6
6,sps,tag8
14,dcn-meas,tag5
17,wsn,tag10
4,iso-tp4,tag1
18,bna,tag6
13,nsh,tag4
3,sdrp,tag1
13,ggp,tag5
6,trunk-1,tag4
19,larp,tag6
11,swipe (deprecated),tag2
3,ipv6-opts,tag3
9,sun-nd,tag8
17,encap,tag10
19,pgm,tag6
9,hopopt,tag3
4,mobility header,tag3
7,snp,tag4
2,crudp,tag1
15,sat-expak,tag7
9,udp,tag3
19,igmp,tag5
5,dgp,tag7
9,wesp,tag3
18,sm (deprecated),tag7
5,chaos,tag5
15,sscopmce,tag9
9,ipv6-icmp,tag3
0,vines,tag5
10,l2tp,tag9
12,tlsp,tag5
7,mfe-nsp,tag4
15,mux,tag1
8,vines,tag4
7,wsn,tag2
2,tcp,tag8
12,xns-idp,tag5
15,egp,tag8
1,nsh,tag4
15,bbn-rcc-mon,tag5
4,stp,tag1
13,wb-expak,tag1
18,ptp,tag1
18,vines,tag1
13,a/n,tag8
3,gre,tag2
16,ipv6-route,tag5
7,ipv4,tag3
7,mobility header,tag9
5,nsh,tag3
5,sps,tag5
3,l2tp,tag6
6,ipv6-route,tag2
17,iatp,tag4
11,dsr,tag6
15,pgm,tag5
11,idpr,tag8
14,idpr-cmtp,tag1
18,gre,tag9
10,pipe,tag5
4,chaos,tag3
1,merit-inp,tag3
19,hip,tag3
15,dccp,tag9
10,gmtp,tag5
19,tp++,tag5
19,nvp-ii,tag8
9,ipv6-nonxt,tag7
6,dcn-meas,tag3
0,udp,tag9
14,dsr,tag3
16,wesp,tag10
6,iatp,tag10
19,xnet,tag6
0,sat-expak,tag2
3,hopopt,tag3
14,gmtp,tag7
17,l2tp,tag8
14,secure-vmtp,tag4
18,ptp,tag8
4,igmp,tag8
12,ddp,tag1
13,ax.25,tag5
7,aris,tag2
13,udp,tag2
17,ipv6-opts,tag2
12,sctp,tag5
0,idpr-cmtp,tag4
3,prm,tag1
12,bbn-rcc-mon,tag6
11,bna,tag5
3,iatp,tag9
1,mux,tag5
13,ah,tag6
19,iplt,tag9
10,wesp,tag6
14,hopopt,tag1
19,qnx,tag5
12,ipv6-route,tag7
5,ipv6,tag4
17,sat-expak,tag10
9,skip,tag5
13,sprite-rpc,tag1
19,nsh,tag2
4,ippc,tag6
8,ipv6-opts,tag2
1,xnet,tag1
5,bbn-rcc-mon,tag1
19,udp,tag6
3,stp,tag4
2,mpls-in-ip,tag4
8,idpr,tag2
9,rvd,tag3
19,ipx-in-ip,tag9
5,ipcomp,tag4
15,gmtp,tag2
8,tcp,tag2
19,ipv6-nonxt,tag10
5,rsvp-e2e-ignore,tag1
8,udplite,tag10
9,sps,tag9
17,vmtp,tag4
14,cbt,tag5
16,vines,tag7
4,iptm,tag8
17,pvp,tag5
9,ipv6,tag4
10,rsvp,tag8
17,sdrp,tag8
19,mux,tag10
14,ipv4,tag10
18,nsh,tag3
13,xtp,tag6
14,vmtp,tag2
0,ospfigp,tag4
15,shim6,tag9
16,narp,tag1
16,netblt,tag6
18,nsfnet-igp,tag1
8,nsh,tag9
12,dcn-meas,tag2
6,icmp,tag10
4,hmp,tag5
11,nsfnet-igp,tag6
18,xtp,tag9
15,hip,tag2
0,cbt,tag3
5,ddp,tag1
13,igp,tag1
4,esp,tag9
19,dccp,tag2
8,ospfigp,tag9
9,ipv6-nonxt,tag5
6,chaos,tag3
12,shim6,tag6
17,leaf-2,tag4
5,skip,tag2
16,wesp,tag4
2,xtp,tag3
18,gre,tag8
14,ipcv,tag4
6,merit-inp,tag5
3,manet,tag5
17,mux,tag4
3,ospfigp,tag1
18,il,tag5
2,sdrp,tag6
8,ipx-in-ip,tag6
10,il,tag7
19,hopopt,tag5
7,ethernet,tag9
1,iptm,tag9
19,ipv6-frag,tag10
5,scc-sp,tag10
11,igmp,tag6
13,emcon,tag10
7,argus (deprecated),tag2
13,shim6,tag6
1,3pc,tag4
16,cphb,tag6
15,iplt,tag7
5,ax.25,tag7
4,visa,tag8
14,sps,tag5
19,dccp,tag9
14,igp,tag2
8,dccp,tag5
14,larp,tag5
14,ospfigp,tag4
10,ddp,tag5
3,ax.25,tag5
11,br-sat-mon,tag1
8,srp,tag9
1,smp,tag1
16,pup,tag6
2,ipip,tag8
18,etherip,tag10
15,uti,tag9
17,visa,tag4
7,br-sat-mon,tag1
6,3pc,tag7
10,ipv4,tag10
1,igmp,tag4
17,iatp,tag8
12,tcf,tag2
9,sctp,tag7
4,mpls-in-ip,tag3
9,wesp,tag4
15,vines,tag7
4,ipv6-frag,tag5
2,kryptolan,tag3
0,idpr,tag7
3,aris,tag9
18,idpr-cmtp,tag6
19,icmp,tag5
2,vrrp,tag3
3,br-sat-mon,tag9
16,iso-ip,tag6
6,sat-mon,tag7
0,mux,tag6
17,micp (deprecated),tag3
2,cpnx,tag3
10,tp++,tag4
4,xnet,tag1
16,iso-tp4,tag6
0,stp,tag5
0,netblt,tag10
0,esp,tag10
3,isis over ipv4,tag10
0,pup,tag4
12,sctp,tag6
0,st,tag5
12,idpr-cmtp,tag6
9,udp,tag9
16,encap,tag1
12,min-ipv4,tag5
2,iplt,tag3
0,scps,tag4
7,sps,tag3
12,eigrp,tag5
14,sprite-rpc,tag10
17,merit-inp,tag9
1,sctp,tag9
18,wesp,tag8
12,larp,tag7
5,idpr,tag3
15,ah,tag7
0,nsfnet-igp,tag5
5,eigrp,tag5
12,pipe,tag1
12,encap,tag8
13,3pc,tag3
8,aggfrag,tag6
17,leaf-2,tag2
1,nvp-ii,tag10
12,sm (deprecated),tag3
18,manet,tag2
7,br-sat-mon,tag3
17,ipx-in-ip,tag2
14,ifmp,tag6
18,bna,tag1
6,cphb,tag9
1,uti,tag9
15,dgp,tag2
4,cphb,tag8
0,rvd,tag7
6,leaf-1,tag6
7,emcon,tag9
17,smp,tag3
7,shim6,tag10
13,irtp,tag9
14,wesp,tag2
16,shim6,tag5
14,rohc,tag1
16,ipv6-nonxt,tag2
18,nsfnet-igp,tag2
8,ethernet,tag9
3,mobility header,tag8
6,larp,tag2
15,ptp,tag10
12,leaf-1,tag10
6,rdp,tag6
0,nsfnet-igp,tag4
14,pipe,tag7
0,manet,tag4
19,hmp,tag4
15,ifmp,tag9
18,i-nlsp,tag7
1,mfe-nsp,tag4
9,cphb,tag1
12,l2tp,tag7
18,min-ipv4,tag7
7,ipx-in-ip,tag5
4,kryptolan,tag7
19,hopopt,tag1
8,ipcomp,tag9
13,mux,tag8
0,i-nlsp,tag3
3,br-sat-mon,tag1
5,iso-ip,tag5
5,iptm,tag7
14,iso-ip,tag10
16,nsh,tag4
1,igmp,tag6
2,pup,tag1
18,ospfigp,tag7
15,trunk-1,tag8
0,min-ipv4,tag6
8,dsr,tag4
8,crudp,tag10
8,ipx-in-ip,tag10
5,sun-nd,tag2
1,idpr,tag9
8,igp,tag9
6,mtp,tag9
3,rohc,tag6
16,xtp,tag7
15,smp,tag5
11,stp,tag8
1,mux,tag10
18,igp,tag2
18,qnx,tag6
0,ddx,tag8
15,mobility header,tag3
3,manet,tag6
5,scc-sp,tag1
3,leaf-2,tag3
7,sun-nd,tag3
19,wb-mon,tag4
2,nvp-ii,tag5
6,min-ipv4,tag1
2,visa,tag2
15,qnx,tag3
4,igp,tag7
11,ethernet,tag3
15,ipv4,tag9
17,sun-nd,tag9
0,sun-nd,tag7
3,ddp,tag10
15,st,tag2
14,secure-vmtp,tag2
0,ax.25,tag7
8,fc,tag5
11,st,tag1
9,gmtp,tag6
9,aggfrag,tag4
3,dgp,tag1
4,gre,tag6
6,srp,tag9
1,leaf-2,tag10
5,sscopmce,tag6
8,mpls-in-ip,tag8
2,ddx,tag5
11,gre,tag5
1,eigrp,tag8
11,iso-tp4,tag1
12,aggfrag,tag8
11,wb-expak,tag1
12,ipv6-icmp,tag10
3,aggfrag,tag6
2,iso-ip,tag2
17,rsvp-e2e-ignore,tag7
6,leaf-1,tag9
13,sscopmce,tag10
2,rsvp,tag1
9,argus (deprecated),tag6
16,pnni,tag8
17,wsn,tag2
4,wb-expak,tag9
7,micp (deprecated),tag7
12,isis over ipv4,tag5
17,icmp,tag1
17,il,tag10
12,st,tag6
8,visa,tag6
17,hopopt,tag4
10,idrp,tag3
17,dccp,tag2
3,mobility header,tag9
0,tcp,tag9
3,smp,tag4
18,ipv6-frag,tag8
18,sscopmce,tag6
1,cphb,tag10
12,qnx,tag8
11,skip,tag4
18,egp,tag4
16,encap,tag2
18,isis over ipv4,tag2
4,iso-tp4,tag2
2,ipv6-route,tag8
17,narp,tag6
6,pnni,tag10
0,chaos,tag4
9,bbn-rcc-mon,tag4
13,cftp,tag5
16,pvp,tag4
1,ifmp,tag5
